,Index1,Metro_Num
1959,2667,1
1960,2668,6
1961,2669,1
1962,2671,2
1963,2672,4
1964,2673,3
1965,2674,4
1966,2675,1
1967,2677,2
1968,2678,2
1969,2679,2
1970,2680,2
1971,2681,2
1972,2682,1
1973,2683,2
1974,2684,2
1975,2685,1
1976,2686,1
1977,2687,1
1978,2688,1
1979,2690,2
1980,2691,1
1981,2692,1
1982,2693,2
1983,2694,5
1984,2695,5
1985,2696,3
1986,2697,3
1987,2698,1
1988,2699,2
1989,2700,1
1990,2701,2
1991,2702,2
1992,2703,1
1993,2704,2
1994,2706,1
1995,2707,1
1996,2708,4
1997,2710,4
1998,2712,1
1999,2713,1
2000,2715,2
2001,2716,1
2002,2717,1
2003,2718,3
2004,2719,2
2005,2720,3
2006,2721,1
2007,2722,4
2008,2723,2
2009,2724,3
2010,2725,1
2011,2726,3
2012,2730,2
2013,2732,3
2014,2736,1
2015,2737,3
2016,2738,1
2017,2740,2
2018,2741,2
2019,2742,2
2020,2743,3
2021,2744,2
2022,2745,1
2023,2746,1
2024,2747,2
2025,2748,2
2026,2750,3
2027,2751,3
2028,2752,3
2029,2753,3
2030,2754,2
2031,2755,1
2032,2756,1
2033,2757,1
2034,2758,1
2035,2759,1
2036,2762,4
2037,2763,1
2038,2764,1
2039,2767,1
2040,2768,2
2041,2769,3
2042,2770,3
2043,2771,1
2044,2774,2
2045,2775,2
2046,2776,2
2047,2777,1
2048,2778,3
2049,2779,2
2050,2783,3
2051,2784,2
2052,2786,1
2053,2787,2
2054,2788,1
2055,2789,4
2056,2791,1
2057,2792,1
2058,2794,3
2059,2797,1
2060,2798,2
2061,2799,1
2062,2800,2
2063,2801,1
2064,2802,2
2065,2803,1
2066,2805,1
2067,2806,1
2068,2807,1
2069,2808,1
2070,2809,1
2071,2810,2
2072,2812,2
2073,2813,1
2074,2814,2
2075,2815,1
2076,2816,1
2077,2817,2
2078,2819,5
2079,2821,1
2080,2822,2
2081,2823,3
2082,2824,2
2083,2825,3
2084,2826,1
2085,2827,2
2086,2828,1
2087,2829,3
2088,2830,2
2089,2831,1
2090,2833,3
2091,2834,4
2092,2835,1
2093,2836,4
2094,2837,2
2095,2840,1
2096,2841,1
2097,2842,2
2098,2843,1
2099,2844,3
2100,2845,2
2101,2846,2
2102,2849,2
2103,2850,3
2104,2851,2
2105,2854,2
2106,2855,1
2107,2856,1
2108,2857,2
2109,2858,1
2110,2861,1
2111,2863,3
2112,2865,1
2113,2868,1
2114,2870,1
2115,2871,3
2116,2872,1
2117,2873,1
2118,2874,1
2119,2876,2
2120,2877,2
2121,2879,2
2122,2880,2
2123,2882,1
2124,2885,3
2125,2887,1
2126,2888,1
2127,2889,2
2128,2890,2
2129,2891,1
2130,2892,1
2131,2899,1
2132,2900,2
2133,2901,2
2134,2902,1
2135,2904,1
2136,2905,2
2137,2906,3
2138,2907,2
2139,2908,1
2140,2909,2
2141,2910,4
2142,2911,2
2143,2912,3
2144,2913,2
2145,2914,2
2146,2915,3
2147,2916,2
2148,2918,2
2149,2919,1
2150,2920,2
2151,2923,2
2152,2924,5
2153,2925,5
2154,2926,5
2155,2927,5
2156,2928,5
2157,2929,5
2158,2930,3
2159,2931,1
2160,2933,2
2161,2934,1
2162,2935,2
2163,2936,2
2164,2937,1
2165,2938,2
2166,2939,2
2167,2940,1
2168,2941,1
2169,2942,4
2170,2943,4
2171,2944,3
2172,2945,3
2173,2946,2
2174,2947,1
2175,2948,1
2176,2949,3
2177,2950,1
2178,2951,1
2179,2953,1
2180,2954,2
2181,2955,2
2182,2956,2
2183,2957,2
2184,2959,1
2185,2960,1
2186,2961,1
2187,2962,2
2188,2964,3
2189,2965,2
2190,2966,1
2191,2967,1
2192,2968,1
2193,2969,2
2194,2970,1
2195,2971,1
2196,2973,2
2197,2974,1
2198,2975,2
2199,2976,1
2200,2977,4
2201,2978,1
2202,2979,1
2203,2983,2
2204,2984,1
2205,2985,2
2206,2986,2
2207,2989,1
2208,2990,2
2209,2991,1
2210,2992,1
2211,2993,2
2212,2994,1
2213,2995,1
2214,2996,2
2215,2997,3
2216,2998,1
2217,2999,2
2218,3000,4
2219,3001,1
2220,3002,1
2221,3003,5
2222,3004,2
2223,3005,2
2224,3006,2
2225,3007,1
2226,3008,2
2227,3009,6
2228,3011,3
2229,3014,2
2230,3015,2
2231,3016,1
2232,3017,2
2233,3018,1
2234,3019,3
2235,3021,2
2236,3022,2
2237,3023,1
2238,3024,1
2239,3026,2
2240,3027,2
2241,3028,3
2242,3029,2
2243,3030,2
2244,3031,2
2245,3032,1
2246,3033,4
2247,3034,3
2248,3035,2
2249,3036,4
2250,3037,1
2251,3040,2
2252,3041,2
2253,3042,2
2254,3043,1
2255,3044,2
2256,3045,3
2257,3046,2
2258,3047,1
2259,3048,2
2260,3051,1
2261,3053,1
2262,3054,2
2263,3055,1
2264,3056,1
2265,3057,2
2266,3058,2
2267,3059,1
2268,3060,2
2269,3061,1
2270,3062,1
2271,3063,2
2272,3064,2
2273,3065,2
2274,3066,2
2275,3067,1
2276,3068,1
2277,3069,2
2278,3070,4
2279,3071,4
2280,3072,4
2281,3073,1
2282,3075,4
2283,3076,1
2284,3077,4
2285,3078,3
2286,3079,2
2287,3080,2
2288,3081,3
2289,3082,3
2290,3083,2
2291,3084,3
2292,3085,2
2293,3086,2
2294,3087,1
2295,3089,3
2296,3091,1
2297,3092,2
2298,3095,1
2299,3097,3
2300,3098,2
2301,3100,1
2302,3102,1
2303,3103,2
2304,3104,3
2305,3106,1
2306,3107,3
2307,3108,1
2308,3109,2
2309,3110,1
2310,3111,3
2311,3112,2
2312,3113,2
2313,3114,4
2314,3115,2
2315,3116,1
2316,3117,2
2317,3118,2
2318,3121,1
2319,3122,1
2320,3123,1
2321,3124,1
2322,3125,1
2323,3126,1
2324,3127,1
2325,3128,4
2326,3129,1
2327,3131,2
2328,3132,5
2329,3133,5
2330,3134,5
2331,3135,1
2332,3137,1
2333,3139,2
2334,3140,2
2335,3141,2
2336,3144,2
2337,3145,1
2338,3147,1
2339,3148,1
2340,3149,4
2341,3150,2
2342,3152,1
2343,3155,2
2344,3157,1
2345,3160,2
2346,3161,2
2347,3164,1
2348,3167,1
2349,3168,1
2350,3170,2
2351,3172,1
2352,3173,2
2353,3174,6
2354,3175,2
2355,3176,2
2356,3178,2
2357,3181,1
2358,3182,6
2359,3183,6
2360,3184,6
2361,3185,3
2362,3186,6
2363,3188,2
2364,3189,1
2365,3190,1
2366,3191,1
2367,3192,2
2368,3193,1
2369,3194,1
2370,3195,1
2371,3198,2
2372,3199,2
2373,3200,2
2374,3202,3
2375,3203,1
2376,3204,1
2377,3205,4
2378,3207,1
2379,3208,2
2380,3209,3
2381,3210,1
2382,3211,1
2383,3212,3
2384,3213,1
2385,3216,2
2386,3217,1
2387,3218,1
2388,3219,2
2389,3220,1
2390,3221,2
2391,3222,1
2392,3224,1
2393,3225,2
2394,3226,1
2395,3228,3
2396,3232,1
2397,3233,1
2398,3234,2
2399,3235,2
2400,3236,2
2401,3237,1
2402,3238,2
2403,3239,2
2404,3241,1
2405,3242,1
2406,3243,3
2407,3244,4
2408,3245,2
2409,3246,2
2410,3248,1
2411,3249,2
2412,3250,2
2413,3251,1
2414,3253,3
2415,3254,2
2416,3255,1
2417,3256,2
2418,3257,1
2419,3259,3
2420,3260,1
2421,3262,1
2422,3263,1
2423,3264,1
2424,3265,2
2425,3268,1
2426,3269,1
2427,3270,1
2428,3271,1
2429,3272,2
2430,3274,1
2431,3275,1
2432,3276,1
2433,3278,2
2434,3279,4
2435,3283,4
2436,3284,4
2437,3285,4
2438,3286,2
2439,3289,5
2440,3290,1
2441,3294,1
2442,3295,2
2443,3296,1
2444,3297,2
2445,3298,2
2446,3300,2
2447,3302,1
2448,3303,1
2449,3304,1
2450,3305,1
2451,3306,3
2452,3307,4
2453,3308,1
2454,3310,1
2455,3311,3
2456,3312,1
2457,3314,1
2458,3315,1
2459,3316,1
2460,3317,1
2461,3318,1
2462,3319,1
2463,3320,1
2464,3321,3
2465,3322,2
2466,3323,1
2467,3324,2
2468,3325,2
2469,3326,1
2470,3329,1
2471,3330,1
2472,3334,1
2473,3335,3
2474,3336,1
2475,3337,3
2476,3338,3
2477,3339,3
2478,3340,5
2479,3341,2
2480,3342,2
2481,3344,1
2482,3347,1
2483,3348,4
2484,3349,1
2485,3351,1
2486,3352,1
2487,3353,5
2488,3355,4
2489,3356,1
2490,3357,2
2491,3359,1
2492,3362,1
2493,3364,2
2494,3365,1
2495,3366,2
2496,3367,4
2497,3368,1
2498,3369,1
2499,3370,2
2500,3371,1
2501,3372,1
2502,3373,2
2503,3374,2
2504,3375,3
2505,3376,2
2506,3378,1
2507,3379,5
2508,3380,1
2509,3381,2
2510,3382,1
2511,3383,1
2512,3384,1
2513,3385,1
2514,3387,3
2515,3388,1
2516,3389,5
2517,3390,1
2518,3391,1
2519,3392,2
2520,3394,1
2521,3396,2
2522,3397,2
2523,3398,1
2524,3400,1
2525,3401,1
2526,3402,1
2527,3403,4
2528,3405,1
2529,3407,4
2530,3408,1
2531,3410,5
2532,3411,2
2533,3412,2
2534,3414,2
2535,3415,2
2536,3416,2
2537,3417,2
2538,3418,2
2539,3419,2
2540,3420,4
2541,3421,2
2542,3422,1
2543,3423,1
2544,3424,2
2545,3425,1
2546,3427,1
2547,3431,2
2548,3432,2
2549,3433,2
2550,3435,2
2551,3436,1
2552,3437,2
2553,3438,1
2554,3439,1
2555,3440,1
2556,3441,2
2557,3446,1
2558,3447,1
2559,3448,1
2560,3449,1
2561,3450,2
2562,3451,2
2563,3452,2
2564,3453,2
2565,3454,1
2566,3455,1
2567,3456,1
2568,3457,2
2569,3458,2
2570,3459,2
2571,3460,2
2572,3461,2
2573,3464,2
2574,3465,1
2575,3466,2
2576,3467,1
2577,3468,2
2578,3469,3
2579,3470,1
2580,3471,1
2581,3473,1
2582,3474,4
2583,3475,3
2584,3476,5
2585,3477,4
2586,3478,2
2587,3479,2
2588,3480,1
2589,3481,4
2590,3482,1
2591,3483,1
2592,3484,1
2593,3485,5
2594,3486,2
2595,3487,3
2596,3488,2
2597,3489,1
2598,3491,1
2599,3494,1
2600,3497,2
2601,3498,2
2602,3499,1
2603,3500,1
2604,3502,2
2605,3503,1
2606,3505,2
2607,3506,1
2608,3507,2
2609,3508,1
2610,3509,2
2611,3510,2
2612,3511,1
2613,3512,1
2614,3515,2
2615,3516,4
2616,3517,1
2617,3518,5
2618,3519,1
2619,3520,1
2620,3521,1
2621,3523,1
2622,3524,1
2623,3525,2
2624,3526,2
2625,3527,1
2626,3528,1
2627,3529,1
2628,3530,1
2629,3531,1
2630,3532,2
2631,3533,2
2632,3534,2
2633,3535,2
2634,3536,2
2635,3538,1
2636,3539,1
2637,3541,2
2638,3542,3
2639,3543,2
2640,3545,2
2641,3546,2
2642,3547,2
2643,3549,2
2644,3552,1
2645,3554,3
2646,3555,2
2647,3556,2
2648,3557,1
2649,3558,1
2650,3559,3
2651,3561,3
2652,3562,1
2653,3564,1
2654,3565,4
2655,3566,2
2656,3568,1
2657,3569,1
2658,3570,1
2659,3571,2
2660,3574,2
2661,3576,1
2662,3578,1
2663,3579,1
2664,3580,2
2665,3581,2
2666,3582,2
2667,3583,2
2668,3584,1
2669,3586,2
2670,3587,5
2671,3588,2
2672,3589,1
2673,3590,1
2674,3593,2
2675,3595,1
2676,3596,3
2677,3597,2
2678,3598,1
2679,3599,3
2680,3600,2
2681,3601,3
2682,3604,1
2683,3605,2
2684,3606,1
2685,3607,1
2686,3613,3
2687,3614,1
2688,3615,3
2689,3616,3
2690,3617,2
2691,3618,3
2692,3619,1
2693,3621,1
2694,3622,1
2695,3624,1
2696,3625,2
2697,3626,1
2698,3627,1
2699,3628,2
2700,3629,1
2701,3630,1
2702,3631,1
2703,3632,1
2704,3633,2
2705,3634,1
2706,3636,2
2707,3638,1
2708,3639,2
2709,3641,3
2710,3643,2
2711,3644,4
2712,3645,1
2713,3649,1
2714,3650,4
2715,3652,1
2716,3654,3
2717,3655,1
2718,3656,1
2719,3658,1
2720,3659,5
2721,3663,3
2722,3666,3
2723,3670,3
2724,3671,2
2725,3674,2
2726,3675,1
2727,3677,2
2728,3679,3
2729,3682,2
2730,3684,1
2731,3686,1
2732,3687,1
2733,3691,1
2734,3694,3
2735,3697,1
2736,3699,1
2737,3700,1
2738,3701,2
2739,3706,3
2740,3708,1
2741,3716,1
2742,3717,1
2743,3718,1
2744,3719,1
2745,3721,2
2746,3722,2
2747,3723,2
2748,3724,1
2749,3725,1
2750,3726,1
2751,3727,1
2752,3728,2
2753,3730,1
2754,3731,1
2755,3732,2
2756,3733,1
2757,3734,2
2758,3735,2
2759,3736,2
2760,3737,3
2761,3738,1
2762,3739,1
2763,3740,1
2764,3741,1
2765,3742,1
2766,3743,1
2767,3744,2
2768,3746,1
2769,3747,2
2770,3751,1
2771,3753,2
2772,3755,2
2773,3757,1
2774,3760,2
2775,3761,3
2776,3763,1
2777,3764,2
2778,3765,1
2779,3766,2
2780,3767,1
2781,3769,2
2782,3770,2
2783,3771,2
2784,3772,2
2785,3773,4
2786,3774,1
2787,3775,1
2788,3776,5
2789,3780,1
2790,3782,1
2791,3783,1
2792,3785,1
2793,3786,3
2794,3787,1
2795,3790,2
2796,3791,2
2797,3793,3
2798,3794,1
2799,3798,1
2800,3801,2
2801,3802,2
2802,3805,1
2803,3807,2
2804,3808,3
2805,3809,2
2806,3810,1
2807,3811,1
2808,3812,1
2809,3813,3
2810,3815,1
2811,3816,1
2812,3818,1
2813,3819,1
2814,3820,1
2815,3821,1
2816,3822,2
2817,3823,1
2818,3824,2
2819,3825,2
2820,3828,1
2821,3829,1
2822,3832,2
2823,3835,2
2824,3836,4
2825,3837,2
2826,3838,1
2827,3839,3
2828,3840,3
2829,3841,4
2830,3842,2
2831,3843,1
2832,3845,2
2833,3847,1
2834,3848,1
2835,3849,1
2836,3851,2
2837,3854,2
2838,3855,1
2839,3857,2
2840,3859,1
2841,3860,1
2842,3861,3
2843,3862,2
2844,3863,2
2845,3864,1
2846,3865,2
2847,3866,3
2848,3869,2
2849,3871,3
2850,3872,1
2851,3874,1
2852,3875,1
2853,3876,4
2854,3878,3
2855,3882,2
2856,3883,1
2857,3887,2
2858,3888,5
2859,3889,5
2860,3890,3
2861,3891,3
2862,3892,2
2863,3893,1
2864,3894,1
2865,3895,1
2866,3898,2
2867,3899,2
2868,3901,1
2869,3905,1
2870,3907,2
2871,3908,1
2872,3909,1
2873,3912,2
2874,3915,1
2875,3916,1
2876,3917,1
2877,3918,1
2878,3920,1
2879,3922,2
2880,3923,2
2881,3924,1
2882,3927,1
2883,3928,2
2884,3929,1
2885,3930,1
2886,3932,1
2887,3933,1
2888,3934,2
2889,3936,1
2890,3937,2
2891,3938,1
2892,3939,2
2893,3941,3
2894,3942,2
2895,3943,2
2896,3944,2
2897,3945,2
2898,3946,1
2899,3947,1
2900,3948,1
2901,3950,1
2902,3952,1
2903,3954,2
2904,3955,3
2905,3956,2
2906,3957,1
2907,3958,2
2908,3959,2
2909,3960,2
2910,3961,2
2911,3962,2
2912,3965,2
2913,3967,2
2914,3968,2
2915,3969,2
2916,3971,1
2917,3974,2
2918,3975,1
2919,3976,1
2920,3977,1
2921,3978,1
2922,3979,1
2923,3980,1
2924,3981,2
2925,3982,1
2926,3984,1
2927,3985,1
2928,3987,3
2929,3988,3
2930,3989,2
2931,3992,1
2932,3994,2
2933,3995,1
2934,3996,1
2935,3997,2
2936,3998,1
2937,3999,2
2938,4000,1
2939,4001,3
2940,4004,1
2941,4005,1
2942,4006,2
2943,4008,2
2944,4009,1
2945,4010,2
2946,4011,2
2947,4012,1
2948,4013,2
2949,4015,1
2950,4016,2
2951,4017,1
2952,4018,1
2953,4019,1
2954,4020,1
2955,4021,1
2956,4027,1
2957,4028,1
2958,4029,1
2959,4030,1
2960,4031,1
2961,4032,2
2962,4033,3
2963,4034,2
2964,4035,2
2965,4036,2
2966,4038,2
2967,4040,3
2968,4041,3
2969,4043,2
2970,4044,2
2971,4046,1
2972,4047,3
2973,4048,2
2974,4049,2
2975,4050,2
2976,4051,2
2977,4052,2
2978,4053,4
2979,4054,2
2980,4055,2
2981,4056,2
2982,4057,1
2983,4058,3
2984,4059,2
2985,4060,2
2986,4061,2
2987,4062,1
2988,4063,1
2989,4064,2
2990,4065,1
2991,4066,2
2992,4067,2
2993,4068,2
2994,4069,2
2995,4070,2
2996,4071,2
2997,4073,4
2998,4076,1
2999,4077,4
3000,4080,2
3001,4081,2
3002,4082,1
3003,4083,1
3004,4084,1
3005,4085,2
3006,4087,1
3007,4088,1
3008,4090,1
3009,4091,1
3010,4093,1
3011,4094,1
3012,4095,1
3013,4096,1
3014,4097,2
3015,4098,2
3016,4099,1
3017,4100,1
3018,4102,2
3019,4103,1
3020,4104,2
3021,4105,2
3022,4106,2
3023,4109,2
3024,4110,2
3025,4111,2
3026,4113,2
3027,4114,2
3028,4115,1
3029,4116,1
3030,4117,2
3031,4118,2
3032,4119,2
3033,4120,3
3034,4121,1
3035,4124,1
3036,4127,2
3037,4129,1
3038,4130,2
3039,4131,2
3040,4132,2
3041,4133,2
3042,4134,2
3043,4135,2
3044,4136,2
3045,4137,2
3046,4138,3
3047,4139,3
3048,4141,6
3049,4142,2
3050,4143,2
3051,4144,1
3052,4146,3
3053,4147,2
3054,4148,3
3055,4149,3
3056,4150,3
3057,4151,3
3058,4152,2
3059,4153,2
3060,4154,2
3061,4156,2
3062,4157,1
3063,4158,1
3064,4159,1
3065,4160,2
3066,4162,1
3067,4163,3
3068,4164,1
3069,4165,1
3070,4167,1
3071,4168,1
3072,4169,2
3073,4170,2
3074,4171,1
3075,4173,1
3076,4174,2
3077,4177,2
3078,4178,1
3079,4180,1
3080,4182,1
3081,4183,1
3082,4184,3
3083,4185,1
3084,4186,1
3085,4187,2
3086,4188,1
3087,4189,1
3088,4190,3
3089,4193,1
3090,4194,1
3091,4196,1
3092,4197,2
3093,4201,1
3094,4202,2
3095,4203,1
3096,4204,1
3097,4208,1
3098,4210,1
3099,4212,2
3100,4213,2
3101,4215,3
3102,4216,1
3103,4218,1
3104,4219,3
3105,4221,1
3106,4222,1
3107,4224,3
3108,4225,3
3109,4227,1
3110,4228,2
3111,4229,2
3112,4230,2
3113,4231,2
3114,4232,2
3115,4233,2
3116,4234,2
3117,4235,2
3118,4236,2
3119,4237,2
3120,4238,2
3121,4239,2
3122,4240,2
3123,4241,2
3124,4242,2
3125,4243,2
3126,4244,2
3127,4245,2
3128,4246,2
3129,4247,2
3130,4248,2
3131,4249,2
3132,4250,2
3133,4251,2
3134,4252,2
3135,4253,2
3136,4254,2
3137,4255,2
3138,4256,2
3139,4257,2
3140,4258,2
3141,4259,2
3142,4260,2
3143,4261,2
3144,4262,2
3145,4263,2
3146,4264,2
3147,4266,2
3148,4269,2
3149,4270,1
3150,4272,1
3151,4273,1
3152,4275,2
3153,4277,1
3154,4278,2
3155,4280,1
3156,4281,1
3157,4283,3
3158,4284,2
3159,4285,1
3160,4286,2
3161,4287,1
3162,4288,2
3163,4289,2
3164,4292,2
3165,4293,1
3166,4294,2
3167,4296,2
3168,4297,1
3169,4298,4
3170,4299,2
3171,4300,1
3172,4301,1
3173,4303,1
3174,4305,1
3175,4306,1
3176,4307,1
3177,4309,1
3178,4310,1
3179,4311,1
3180,4312,1
3181,4313,1
3182,4317,1
3183,4318,1
3184,4320,2
3185,4321,2
3186,4322,2
3187,4323,2
3188,4324,3
3189,4325,1
3190,4326,1
3191,4327,1
3192,4329,1
3193,4332,1
3194,4335,2
3195,4336,1
3196,4337,1
3197,4339,1
3198,4342,1
3199,4343,2
3200,4347,2
3201,4348,2
3202,4349,2
3203,4350,2
3204,4351,2
3205,4352,2
3206,4353,2
3207,4354,2
3208,4355,2
3209,4356,2
3210,4357,2
3211,4358,1
3212,4359,1
3213,4360,1
3214,4361,1
3215,4362,1
3216,4363,1
3217,4364,1
3218,4365,1
3219,4366,1
3220,4367,1
3221,4368,1
3222,4369,1
3223,4370,1
3224,4371,1
3225,4372,1
3226,4373,1
3227,4374,1
3228,4375,2
3229,4376,1
3230,4377,1
3231,4379,3
3232,4380,3
3233,4381,1
3234,4382,1
3235,4384,1
3236,4385,1
3237,4390,3
3238,4391,3
3239,4392,3
3240,4393,3
3241,4394,3
3242,4395,3
3243,4396,2
3244,4397,1
3245,4398,1
3246,4399,1
3247,4400,1
3248,4401,1
3249,4402,1
3250,4403,1
3251,4404,1
3252,4405,2
3253,4407,2
3254,4410,1
3255,4412,1
3256,4414,3
3257,4415,1
3258,4416,4
3259,4417,1
3260,4418,1
3261,4419,1
3262,4420,1
3263,4421,1
3264,4423,1
3265,4427,2
3266,4428,3
3267,4429,2
3268,4430,1
3269,4431,4
3270,4432,1
3271,4434,1
3272,4435,2
3273,4437,2
3274,4438,2
3275,4439,2
3276,4440,2
3277,4441,3
3278,4442,3
3279,4443,2
3280,4444,2
3281,4445,2
3282,4446,3
3283,4447,2
3284,4448,2
3285,4449,4
3286,4450,3
3287,4451,1
3288,4452,2
3289,4453,1
3290,4454,2
3291,4455,1
3292,4460,1
3293,4461,4
3294,4462,3
3295,4463,2
3296,4464,2
3297,4465,2
3298,4466,2
3299,4467,2
3300,4469,2
3301,4472,1
3302,4474,1
3303,4475,1
3304,4476,1
3305,4478,1
3306,4479,1
3307,4480,3
3308,4482,1
3309,4483,1
3310,4484,1
3311,4485,1
3312,4487,2
3313,4488,5
3314,4489,3
3315,4490,1
3316,4491,1
3317,4492,4
3318,4493,2
3319,4494,2
3320,4496,3
3321,4497,4
3322,4499,2
3323,4500,3
3324,4501,1
3325,4503,1
3326,4509,4
3327,4513,2
3328,4514,1
3329,4515,1
3330,4516,1
3331,4517,1
3332,4518,1
3333,4519,1
3334,4520,1
3335,4524,2
3336,4525,1
3337,4526,1
3338,4527,2
3339,4528,2
3340,4529,1
3341,4530,4
3342,4531,4
3343,4532,7
3344,4534,3
3345,4537,2
3346,4538,2
3347,4540,2
3348,4542,5
3349,4543,1
3350,4544,2
3351,4546,1
3352,4547,3
3353,4548,2
3354,4549,2
3355,4550,1
3356,4551,1
3357,4552,3
3358,4553,2
3359,4554,2
3360,4555,3
3361,4556,3
3362,4557,2
3363,4558,2
3364,4560,2
3365,4562,3
3366,4564,2
3367,4565,2
3368,4566,3
3369,4567,1
3370,4568,1
3371,4569,2
3372,4570,1
3373,4571,1
3374,4574,2
3375,4575,1
3376,4576,1
3377,4577,2
3378,4578,3
3379,4579,2
3380,4580,2
3381,4581,1
3382,4582,3
3383,4583,3
3384,4584,3
3385,4585,3
3386,4586,3
3387,4588,2
3388,4589,1
3389,4590,1
3390,4591,1
3391,4592,3
3392,4594,1
3393,4595,4
3394,4596,4
3395,4597,4
3396,4599,1
3397,4602,2
3398,4604,1
3399,4609,1
3400,4614,2
3401,4615,1
3402,4616,1
3403,4617,1
3404,4618,1
3405,4619,1
3406,4620,2
3407,4622,2
3408,4624,1
3409,4625,1
3410,4626,1
3411,4627,2
3412,4629,3
3413,4630,4
3414,4631,3
3415,4632,2
3416,4633,3
3417,4634,2
3418,4635,2
3419,4636,2
3420,4637,2
3421,4638,2
3422,4640,1
3423,4643,2
3424,4645,2
3425,4647,1
3426,4649,1
3427,4651,2
3428,4653,2
3429,4654,2
3430,4655,2
3431,4656,1
3432,4657,2
3433,4658,2
3434,4661,1
3435,4663,2
3436,4664,1
3437,4666,3
3438,4667,2
3439,4668,2
3440,4670,1
3441,4673,1
3442,4675,1
3443,4677,2
3444,4679,1
3445,4680,2
3446,4681,3
3447,4682,3
3448,4683,3
3449,4684,3
3450,4685,2
3451,4686,1
3452,4687,2
3453,4688,3
3454,4689,3
3455,4690,1
3456,4691,3
3457,4693,2
3458,4696,1
3459,4698,1
3460,4700,1
3461,4702,3
3462,4706,3
3463,4709,3
3464,4710,3
3465,4711,1
3466,4712,4
3467,4713,1
3468,4717,2
3469,4719,3
3470,4720,1
3471,4721,2
3472,4722,2
3473,4723,1
3474,4726,3
3475,4729,3
3476,4730,2
3477,4731,3
3478,4732,2
3479,4733,4
3480,4734,3
3481,4735,4
3482,4736,4
3483,4737,2
3484,4738,2
3485,4739,4
3486,4740,2
3487,4742,1
3488,4743,4
3489,4745,2
3490,4746,2
3491,4749,2
3492,4750,2
3493,4751,2
3494,4753,2
3495,4758,1
3496,4759,2
3497,4761,3
3498,4762,1
3499,4764,2
3500,4766,1
3501,4768,2
3502,4770,3
3503,4772,2
3504,4773,2
3505,4775,2
3506,4776,1
3507,4778,2
3508,4779,1
3509,4781,1
3510,4782,1
3511,4785,2
3512,4786,2
3513,4787,2
3514,4788,2
3515,4790,2
3516,4791,2
3517,4792,1
3518,4793,1
3519,4794,3
3520,4795,3
3521,4796,1
3522,4798,1
3523,4800,1
3524,4803,2
3525,4806,2
3526,4809,1
3527,4812,1
3528,4815,2
3529,4821,2
3530,4822,1
3531,4825,1
3532,4826,2
3533,4827,2
3534,4828,2
3535,4829,1
3536,4830,1
3537,4832,1
3538,4833,1
3539,4835,4
3540,4837,2
3541,4839,1
3542,4840,1
3543,4841,3
3544,4842,2
3545,4845,2
3546,4847,1
3547,4849,1
3548,4858,1
3549,4861,1
3550,4865,1
3551,4866,3
3552,4867,1
3553,4869,1
3554,4871,1
3555,4872,3
3556,4873,3
3557,4874,3
3558,4876,1
3559,4877,1
3560,4878,1
3561,4879,1
3562,4880,1
3563,4881,1
3564,4882,1
3565,4883,2
3566,4884,1
3567,4885,2
3568,4887,2
3569,4889,2
3570,4893,2
3571,4894,1
3572,4896,1
3573,4897,2
3574,4899,2
3575,4901,1
3576,4903,2
3577,4906,2
3578,4907,1
3579,4909,1
3580,4911,1
3581,4912,3
3582,4914,1
3583,4915,1
3584,4916,1
3585,4917,1
3586,4918,3
3587,4919,3
3588,4920,1
3589,4921,2
3590,4922,2
3591,4923,4
3592,4924,1
3593,4925,3
3594,4929,2
3595,4931,2
3596,4932,1
3597,4933,1
3598,4937,2
3599,4938,3
3600,4939,1
3601,4940,1
3602,4941,2
3603,4942,2
3604,4944,1
3605,4945,1
3606,4946,3
3607,4947,2
3608,4948,4
3609,4949,2
3610,4951,2
3611,4952,1
3612,4954,3
3613,4955,2
3614,4956,1
3615,4961,1
3616,4962,1
3617,4963,1
3618,4965,2
3619,4966,1
3620,4967,1
3621,4968,1
3622,4971,3
3623,4972,1
3624,4973,1
3625,4976,1
3626,4979,1
3627,4981,2
3628,4983,3
3629,4984,3
3630,4985,3
3631,4989,2
3632,4991,2
3633,4992,2
3634,4993,2
3635,4994,2
3636,4995,2
3637,4996,1
3638,4997,1
3639,4998,1
3640,5000,2
3641,5001,1
3642,5003,1
3643,5004,3
3644,5006,1
3645,5008,1
3646,5009,1
3647,5011,1
3648,5012,3
3649,5013,3
3650,5014,2
3651,5015,2
3652,5016,2
3653,5017,1
3654,5018,1
3655,5020,1
3656,5021,4
3657,5022,1
3658,5023,3
3659,5024,6
3660,5027,2
3661,5029,3
3662,5032,1
3663,5033,3
3664,5034,4
3665,5036,2
3666,5037,2
3667,5039,1
3668,5043,7
3669,5044,1
3670,5045,2
3671,5047,1
3672,5048,1
3673,5049,1
3674,5050,1
3675,5051,1
3676,5053,1
3677,5056,1
3678,5057,1
3679,5058,1
3680,5059,1
3681,5060,1
3682,5061,1
3683,5062,1
3684,5063,2
3685,5064,2
3686,5065,3
3687,5066,1
3688,5067,2
3689,5068,2
3690,5069,2
3691,5070,3
3692,5073,5
3693,5074,2
3694,5075,1
3695,5076,1
3696,5078,3
3697,5079,1
3698,5080,3
3699,5081,2
3700,5082,2
3701,5083,2
3702,5084,2
3703,5085,2
3704,5086,2
3705,5088,4
3706,5090,2
