,Index1,Metro_Num
1607,2211,2
1608,2212,2
1609,2213,2
1610,2214,1
1611,2215,2
1612,2217,2
1613,2220,4
1614,2223,4
1615,2224,4
1616,2225,4
1617,2226,1
1618,2227,1
1619,2228,1
1620,2229,2
1621,2230,2
1622,2235,3
1623,2237,3
1624,2238,5
1625,2241,1
1626,2244,2
1627,2246,2
1628,2248,2
1629,2249,2
1630,2250,2
1631,2251,1
1632,2252,2
1633,2253,2
1634,2255,1
1635,2256,2
1636,2258,2
1637,2259,2
1638,2260,2
1639,2263,2
1640,2266,3
1641,2267,5
1642,2268,3
1643,2269,3
1644,2270,3
1645,2271,2
1646,2272,2
1647,2273,2
1648,2274,2
1649,2275,2
1650,2278,1
1651,2279,3
1652,2280,3
1653,2281,2
1654,2283,3
1655,2284,1
1656,2285,3
1657,2286,3
1658,2288,1
1659,2289,3
1660,2290,3
1661,2292,1
1662,2293,2
1663,2294,1
1664,2295,1
1665,2296,4
1666,2297,1
1667,2298,2
1668,2300,1
1669,2301,2
1670,2302,2
1671,2303,3
1672,2304,1
1673,2308,1
1674,2309,3
1675,2310,1
1676,2311,3
1677,2312,2
1678,2313,4
1679,2314,4
1680,2315,4
1681,2316,4
1682,2317,1
1683,2318,1
1684,2319,4
1685,2321,2
1686,2323,2
1687,2324,2
1688,2326,3
1689,2327,2
1690,2328,1
1691,2329,1
1692,2331,1
1693,2333,3
1694,2335,1
1695,2336,1
1696,2339,2
1697,2340,2
1698,2341,1
1699,2342,1
1700,2343,2
1701,2344,6
1702,2345,4
1703,2346,4
1704,2347,5
1705,2348,4
1706,2349,4
1707,2350,4
1708,2351,2
1709,2353,1
1710,2354,2
1711,2355,3
1712,2356,1
1713,2357,2
1714,2358,2
1715,2359,2
1716,2360,2
1717,2361,2
1718,2362,1
1719,2363,2
1720,2364,2
1721,2365,1
1722,2366,1
1723,2367,1
1724,2368,1
1725,2369,1
1726,2370,2
1727,2371,2
1728,2372,2
1729,2373,2
1730,2374,2
1731,2375,2
1732,2376,2
1733,2377,2
1734,2378,1
1735,2380,1
1736,2382,4
1737,2383,2
1738,2384,1
1739,2385,3
1740,2386,2
1741,2387,2
1742,2388,3
1743,2389,1
1744,2390,1
1745,2391,2
1746,2393,1
1747,2394,1
1748,2396,1
1749,2397,1
1750,2398,1
1751,2399,1
1752,2400,2
1753,2401,1
1754,2402,1
1755,2403,1
1756,2404,2
1757,2405,2
1758,2408,2
1759,2409,1
1760,2411,2
1761,2412,1
1762,2413,2
1763,2414,2
1764,2415,1
1765,2416,1
1766,2417,1
1767,2419,3
1768,2420,1
1769,2422,1
1770,2423,1
1771,2424,1
1772,2425,2
1773,2426,2
1774,2427,1
1775,2428,2
1776,2429,1
1777,2432,3
1778,2433,3
1779,2435,4
1780,2436,3
1781,2438,2
1782,2439,3
1783,2442,2
1784,2444,1
1785,2445,1
1786,2446,2
1787,2447,2
1788,2448,1
1789,2450,5
1790,2451,5
1791,2454,1
1792,2456,2
1793,2457,1
1794,2458,1
1795,2459,3
1796,2461,1
1797,2463,3
1798,2464,2
1799,2467,3
1800,2470,1
1801,2471,1
1802,2473,2
1803,2474,2
1804,2475,1
1805,2476,1
1806,2479,1
1807,2480,5
1808,2481,1
1809,2482,1
1810,2487,1
1811,2488,1
1812,2491,2
1813,2492,2
1814,2493,1
1815,2494,4
1816,2495,1
1817,2496,2
1818,2497,3
1819,2498,3
1820,2499,3
1821,2500,2
1822,2502,1
1823,2505,3
1824,2508,2
1825,2509,1
1826,2510,1
1827,2512,1
1828,2513,2
1829,2514,1
1830,2515,1
1831,2516,2
1832,2517,2
1833,2518,2
1834,2519,3
1835,2522,1
1836,2523,1
1837,2524,2
1838,2525,3
1839,2526,1
1840,2527,3
1841,2528,4
1842,2529,2
1843,2530,2
1844,2531,1
1845,2532,3
1846,2533,3
1847,2534,3
1848,2535,2
1849,2536,2
1850,2537,2
1851,2538,2
1852,2539,2
1853,2540,2
1854,2541,2
1855,2542,2
1856,2543,1
1857,2544,1
1858,2545,4
1859,2546,1
1860,2548,2
1861,2549,2
1862,2550,3
1863,2551,1
1864,2552,6
1865,2556,3
1866,2557,3
1867,2558,3
1868,2559,3
1869,2560,3
1870,2561,2
1871,2562,2
1872,2563,1
1873,2564,6
1874,2565,1
1875,2566,3
1876,2567,1
1877,2568,1
1878,2569,1
1879,2570,2
1880,2571,2
1881,2572,4
1882,2573,4
1883,2574,3
1884,2575,1
1885,2576,1
1886,2577,1
1887,2578,1
1888,2579,1
1889,2580,1
1890,2581,1
1891,2582,2
1892,2583,1
1893,2584,1
1894,2585,3
1895,2586,1
1896,2588,3
1897,2589,3
1898,2590,3
1899,2591,1
1900,2592,1
1901,2594,1
1902,2595,3
1903,2596,3
1904,2597,3
1905,2598,3
1906,2599,3
1907,2601,2
1908,2602,3
1909,2604,1
1910,2606,1
1911,2607,1
1912,2608,3
1913,2609,2
1914,2610,1
1915,2611,1
1916,2612,2
1917,2613,1
1918,2614,1
1919,2615,1
1920,2617,2
1921,2618,1
1922,2619,6
1923,2620,3
1924,2621,2
1925,2622,2
1926,2623,2
1927,2624,3
1928,2626,2
1929,2627,2
1930,2628,1
1931,2629,1
1932,2633,2
1933,2634,5
1934,2635,5
1935,2637,1
1936,2638,1
1937,2639,1
1938,2640,1
1939,2641,3
1940,2642,3
1941,2643,2
1942,2645,1
1943,2646,1
1944,2649,1
1945,2650,1
1946,2651,3
1947,2652,3
1948,2654,2
1949,2655,2
1950,2656,1
1951,2657,6
1952,2658,1
1953,2659,1
1954,2661,1
1955,2662,1
1956,2663,4
1957,2664,4
1958,2665,2
